"INTERNAL,N,6,0","INACTIVE,L","PART_NO,C,20","DESC,C,70","DESC1,C,70","PRINTD1,L","TYPE,C,1","GROUP,N,6,0","GROUP1,N,4,0","GROUP2,N,4,0","GROUP3,N,4,0","SALE_ACC,N,5,0","BUY_ACC,N,5,0","UNIT,C,10","BIN,C,10","PRICE1,N,13,3","QTY1,N,9,2","PRICE2,N,13,3","QTY2,N,9,2","PRICE3,N,13,3","QTY3,N,9,2","PRICE4,N,13,3","QTY4,N,9,2","PRICE5,N,13,3","QTY5,N,9,2","SPRICE,N,13,3","SDATE1,D","SDATE2,D","COST,N,14,4","FACTOR,N,7,3","PUR_QTY,N,14,3","PUR_AMOUNT,N,15,3","QTY,N,12,3","BACKORDER,N,12,4","ONORDER,N,12,4","ONLAYBY,N,10,2","LASTSOLD,D","LASTBUY,D","LASTORDER,D","MINIMUM,N,8,0","MAXIMUM,N,8,0","TAXCODE,C,3","TAXCODE1,C,3","NOTES,C,57","TRACKSER,L","SUPPLIER,N,4,0","EDITQTY,L","BLOCKDISC,L","EDITPRICE,L","SELLUNIT,N,6,0","BUYUNIT,N,6,0","MADEUP,L","BFQTY,N,12,3","BFCOST,N,15,4","SPICTURE,C,80","USRPROMPT,C,80","EXPIRY,L","S_POINTS,N,8,0","USESCALE,L","CON_OUT,N,11,3","CON_IN,N,11,3","RELEASEDON,D","WEBSTORE,L","FROMTIME,C,5","TOTIME,C,5","COSTDATE,D","COSTDATE1,D","TEMPCOST,N,15,3","DAYS,N,5,0","BLOCKFRAC,L","MINSELL,N,13,3","SELLCHANGE,D","SPECIALS,N,3,0"
3787,FALSE,20667,3 IN 1 TOOTHBRUSH,,FALSE,,9,0,0,0,0,0,,,1518,1,0,0,1487.64,3,0,0,0,0,0,,,300,0,0,0,3,0,0,0,1/23/2025,,,0,0,,,,FALSE,0,FALSE,FALSE,FALSE,1,1,FALSE,0,0,,,FALSE,0,FALSE,0,0,,FALSE,7:00,20:00,,,0,0,FALSE,0,5/2/2025,0
3788,FALSE,6034000000000,LB CAR WASH 4 LITRE,,FALSE,,25,0,0,0,0,0,,,13662,1,0,0,13388.76,3,0,0,0,0,0,,,6500,0,0,0,-1,0,0,0,2/15/2025,2/14/2024,,2,0,,,,FALSE,0,FALSE,FALSE,FALSE,1,1,FALSE,0,0,,,FALSE,0,FALSE,0,0,,FALSE,7:00,20:00,,,0,0,FALSE,0,5/2/2025,0
3789,FALSE,6156000000000,J.J SILVIA CAR WASH 1000ML,,FALSE,,25,0,0,0,0,0,,,3036,1,0,0,2975.28,3,0,0,0,0,0,,,670,0,0,0,1,0,0,0,4/7/2025,,,2,0,,,,FALSE,0,FALSE,FALSE,FALSE,1,1,FALSE,0,0,,,FALSE,0,FALSE,0,0,,FALSE,7:00,20:00,,,0,0,FALSE,0,5/2/2025,0
3790,FALSE,5031410000000,PRETTY INTIMATE 30 PANTY LINERS,,FALSE,,26,0,0,0,0,0,,,2000,1,0,0,1900,3,0,0,0,0,1900,3/3/2025,3/5/2025,1250,0,0,0,0,0,0,0,9/23/2024,5/24/2024,,0,0,,,,FALSE,0,FALSE,FALSE,FALSE,1,1,FALSE,0,0,,,FALSE,0,FALSE,0,0,,FALSE,7:00,20:00,,,0,0,FALSE,0,5/24/2024,0
3791,FALSE,5029050000000,KOTEX PANTY LINERS 20 NORMAL,,FALSE,,26,0,0,0,0,0,,,1518,1,0,0,1487.64,3,0,0,0,0,1442.1,3/3/2025,3/5/2025,350,0,0,0,0,0,0,0,9/21/2023,,,0,0,,,,FALSE,0,FALSE,FALSE,FALSE,1,1,FALSE,0,0,,,FALSE,0,FALSE,0,0,,FALSE,7:00,20:00,,,0,0,FALSE,0,2/22/2024,0
3792,FALSE,6001020000000,KOTEX MAXI PADS 10NORMAL SANITARY PADS,,FALSE,,7,0,0,0,0,0,,,1062.6,1,0,0,1041.35,3,0,0,0,0,1009.47,3/3/2025,3/5/2025,450,0,0,0,0,0,0,0,10/19/2023,12/8/2023,,0,0,,,,FALSE,0,FALSE,FALSE,FALSE,1,1,FALSE,0,0,,,FALSE,0,FALSE,0,0,,FALSE,7:00,20:00,,,0,0,FALSE,0,2/22/2024,0
3793,FALSE,6921270000000,DRYLOVE SANITARY 10 PADS,,FALSE,,7,0,0,0,0,0,,,1062.6,1,0,0,1041.35,3,0,0,0,0,1009.47,3/3/2025,3/5/2025,427,0,0,0,0,0,0,0,,,,0,0,,,,FALSE,0,FALSE,FALSE,FALSE,1,1,FALSE,0,0,,,FALSE,0,FALSE,0,0,,FALSE,7:00,20:00,,,0,0,FALSE,0,2/22/2024,0
3794,FALSE,5285000000000,7 DAYS ALL PURPOSE CLEANER 750ml,,FALSE,,25,0,0,0,0,0,,,3300,1,0,0,3234,3,0,0,0,0,0,,,1667,0,0,0,0,0,0,0,10/23/2024,,,2,0,,,,FALSE,0,FALSE,FALSE,FALSE,1,1,FALSE,0,0,,,FALSE,0,FALSE,0,0,,FALSE,7:00,20:00,,,0,0,FALSE,0,5/2/2025,0
3795,FALSE,70501017906,NEUTROGENA ON THE SPOT ACNE TREATMENT 21G,,FALSE,,4,0,0,0,0,0,,,13844.16,1,0,0,13567.28,3,0,0,0,0,0,,,6500,0,0,0,0,0,0,0,11/3/2023,8/14/2023,,2,0,,,,FALSE,0,FALSE,FALSE,FALSE,1,1,FALSE,0,0,,,FALSE,0,FALSE,0,0,,FALSE,7:00,20:00,,,0,0,FALSE,0,5/2/2025,0
3796,FALSE,20668,SPF 50 VITAMIN C SUNSCREEN LOTION 400ML,,FALSE,,1,0,0,0,0,0,,,9163,0,0,0,8979.74,3,0,0,0,0,5415,4/1/2025,6/21/2026,2500,0,0,0,4,0,0,0,1/25/2025,11/17/2023,,0,0,,,,FALSE,0,FALSE,FALSE,FALSE,1,1,FALSE,0,0,,,FALSE,0,FALSE,0,3,,FALSE,7:00,20:00,,,0,0,FALSE,0,5/7/2025,0
3797,FALSE,6932510000000,DISAAR VITAMIN C  BODY OIL GEL 200ML,,FALSE,,19,0,0,0,0,0,,,9108,0,0,0,8925.84,3,0,0,0,0,0,,,2833.34,0,0,0,0,0,0,0,2/19/2025,2/19/2024,,0,0,,,,FALSE,0,FALSE,FALSE,FALSE,1,1,FALSE,0,0,,,FALSE,0,FALSE,0,5,,FALSE,7:00,20:00,,,0,0,FALSE,0,5/2/2025,0
3798,FALSE,8809600000000,COSRX ADVANCED SNAIL GEL CLEANSER 150ML,,FALSE,,10,0,0,0,0,0,,,22000,1,0,0,21500,3,0,0,0,0,0,,,12277.78,0,0,0,6,0,0,0,4/23/2025,3/24/2025,,2,0,,,,FALSE,0,FALSE,FALSE,FALSE,1,1,FALSE,0,0,,,FALSE,0,FALSE,0,11,,FALSE,7:00,20:00,,,0,0,FALSE,0,5/5/2025,0
3799,FALSE,5060120000000,XOC ACTIVATED CHARCOAL MOUTH WASH 500ML,,FALSE,,9,0,0,0,0,0,,,4554,0,0,0,4462.92,3,0,0,0,0,0,,,2000,0,0,0,2,0,0,0,6/30/2025,12/8/2023,,2,0,,,,FALSE,0,FALSE,FALSE,FALSE,1,1,FALSE,0,0,,,FALSE,0,FALSE,0,14,,FALSE,7:00,20:00,,,0,0,FALSE,0,5/2/2025,0
3800,FALSE,381370000000,JOHNSON'S OIL GEL 192ML,,FALSE,,20,0,0,0,0,0,,,13224.82,0,0,0,12960.32,3,0,0,0,0,0,,,6000,0,0,0,10,0,0,0,7/21/2025,12/19/2023,,2,0,,,,FALSE,0,FALSE,FALSE,FALSE,1,1,FALSE,0,0,,,FALSE,0,FALSE,0,3,,FALSE,7:00,20:00,,,0,0,FALSE,0,5/2/2025,0
3801,FALSE,813070000000,SKIN TIGHT INGROWN HAIR RAZOR BUMP CREME 5G,,FALSE,,1,0,0,0,0,0,,,15092,0,0,0,14790.16,3,0,0,0,0,0,,,6000,0,0,0,0,0,0,0,3/21/2024,8/14/2023,,0,0,,,,FALSE,0,FALSE,FALSE,FALSE,1,1,FALSE,0,0,,,FALSE,0,FALSE,0,0,,FALSE,7:00,20:00,,,0,0,FALSE,0,5/7/2025,0
3802,FALSE,8857120000000,KOJI WHITE BODY LOTION 250ML,,FALSE,,1,0,0,0,0,0,,,22539.68,0,0,0,22088.89,3,0,0,0,0,0,,,13265,0,0,0,1,0,0,0,7/23/2025,11/18/2023,,0,0,,,,FALSE,0,FALSE,FALSE,FALSE,1,1,FALSE,0,0,,,TRUE,0,FALSE,0,7,,FALSE,7:00,20:00,,,0,0,FALSE,0,5/5/2025,0
3803,FALSE,20669,SECRETS ACTIVATOR GEL 453.6G,,FALSE,,3,0,0,0,0,0,,,8197.2,0,0,0,8033.26,3,0,0,0,0,0,,,2167,0,0,0,4,0,0,0,1/18/2025,8/15/2023,,2,0,,,,FALSE,0,FALSE,FALSE,FALSE,1,1,FALSE,0,0,,,FALSE,0,FALSE,0,0,,FALSE,7:00,20:00,,,0,0,FALSE,0,5/5/2025,0
3804,FALSE,98864008201,EXTREME GLOW BEAUTY MILK 500ML,,FALSE,,1,0,0,0,0,0,,,95622.91,1,0,0,93710.45,3,0,0,0,0,0,,,42000,0,0,0,3,0,0,0,6/23/2025,11/28/2023,,0,0,,,,FALSE,0,FALSE,FALSE,FALSE,1,1,FALSE,0,0,,,FALSE,0,FALSE,0,1,,FALSE,7:00,20:00,,,0,0,FALSE,0,5/7/2025,0
3805,FALSE,20670,EXTREME GLOW EXFOLIATING SOAP 200G,,FALSE,,6,0,0,0,0,0,,,50820,0,0,0,45276,3,0,0,0,0,0,,,11000,0,0,0,1,0,0,0,7/10/2024,8/14/2023,,2,0,,,,FALSE,0,FALSE,FALSE,FALSE,1,1,FALSE,0,0,,,FALSE,0,FALSE,0,0,,FALSE,7:00,20:00,,,0,0,FALSE,0,5/2/2025,0
3806,FALSE,8859230000000,VITAMIN C SUPPLEMENT 1000G,,FALSE,,29,0,0,0,0,0,,,11000,0,0,0,10500,3,0,0,0,0,0,,,5500,0,0,0,6,0,0,0,7/22/2025,5/19/2025,,0,0,,,,FALSE,0,FALSE,FALSE,FALSE,1,1,FALSE,0,0,,,FALSE,0,FALSE,0,0,,FALSE,0:00,0:00,,,0,0,FALSE,0,6/6/2025,0
3807,FALSE,8809740000000,ROUND LAB BIRCH JUICE MOISTURIZING TONER 300ML,,FALSE,,10,0,0,0,0,0,,,19000,1,0,0,18700,3,0,0,0,0,0,,,13600,0,0,0,2,0,0,0,7/29/2024,6/17/2024,,2,0,,,,FALSE,0,FALSE,FALSE,FALSE,1,1,FALSE,0,0,,,FALSE,0,FALSE,0,0,,FALSE,7:00,20:00,,,0,0,FALSE,0,5/5/2025,0
3808,FALSE,256585,PURE BLACK DELUXE  LIMITED EDITION 100ML,,FALSE,,2,0,0,0,0,0,,,8015.04,1,0,0,7140.67,0,0,0,0,0,7614.288,3/3/2025,3/5/2025,1700,0,0,0,0,0,0,0,,,,0,0,,,,FALSE,0,FALSE,FALSE,FALSE,1,1,FALSE,0,0,,,FALSE,0,FALSE,0,0,,FALSE,7:00,20:00,,,0,0,FALSE,0,2/22/2024,0
3809,FALSE,56594003064,NIVEA  BODY MILK SKIN FIRMING RAFFERMISSANT Q10 VIT C LOTION,,FALSE,,1,0,0,0,0,0,,,21443.43,1,0,0,21014.57,0,0,0,0,0,0,,,9000,0,0,0,0,0,0,0,11/1/2023,,,0,0,,,,FALSE,0,FALSE,FALSE,FALSE,1,1,FALSE,0,0,,,FALSE,0,FALSE,0,0,,FALSE,7:00,20:00,,,0,0,FALSE,0,5/7/2025,0
3810,FALSE,6181100000000,GOLD SKIN BODY LOTION 250ML,,FALSE,,1,0,0,0,0,0,,,3793.83,0,0,0,3717.96,0,0,0,0,0,0,,,1292,0,0,0,2,0,0,0,3/24/2025,8/14/2023,,0,0,G,,,FALSE,0,FALSE,FALSE,FALSE,0,0,FALSE,0,0,,,FALSE,0,FALSE,0,6,,FALSE,7:00,20:00,,,0,0,FALSE,0,5/7/2025,0
3811,FALSE,4897120000000,BABY SECRET OAT AND AVOCADO LOTION  400ML,,FALSE,,20,0,0,0,0,0,,,10500,1,0,0,10000,3,0,0,0,0,0,,,3916.67,0,0,0,0,0,0,0,5/17/2025,2/15/2024,,2,0,G,,,FALSE,0,FALSE,FALSE,FALSE,0,0,FALSE,0,0,,,FALSE,0,FALSE,0,7,,FALSE,7:00,20:00,,,0,0,FALSE,0,5/20/2025,0
3812,FALSE,6290360000000,YARA LATTAFA 100ML,,FALSE,,2,0,0,0,0,0,,,42350,1,0,0,37400,3,0,0,0,0,40232.5,3/3/2025,3/5/2025,16000,0,0,0,2,0,0,0,2/5/2024,1/10/2024,,0,0,,,,FALSE,0,FALSE,FALSE,FALSE,1,1,FALSE,0,0,,,FALSE,0,FALSE,0,0,,FALSE,7:00,20:00,,,0,0,FALSE,0,3/18/2025,0
3813,FALSE,819265000000,5.5 MEDIX COLLAGEN +CAVIAR AGE CONTROL MOISTURIZER 444ML,,FALSE,,1,0,0,0,0,0,,,23905.73,1,0,0,23427.61,3,0,0,0,0,0,,,16250,0,0,0,2,0,0,0,6/25/2025,8/24/2024,,0,0,,,,FALSE,0,FALSE,FALSE,FALSE,1,1,FALSE,0,0,,,FALSE,0,FALSE,0,0,,FALSE,7:00,20:00,,,0,0,FALSE,0,5/7/2025,0
3814,FALSE,7951830000000,MR. GECKO INSECTICIDE 300ML,,FALSE,,14,0,0,0,0,0,,,1366.2,1,0,0,1338.88,3,0,0,0,0,0,,,487.5,0,0,0,-1,0,0,0,12/10/2024,,,0,0,,,,FALSE,0,FALSE,FALSE,FALSE,1,1,FALSE,0,0,,,FALSE,0,FALSE,0,0,,FALSE,7:00,20:00,,,0,0,FALSE,0,5/7/2025,0
3815,FALSE,6924010000000,TOPRANK INSECTICIDE 300ML,,FALSE,,14,0,0,0,0,0,,,2580.6,1,0,0,2528.99,3,0,0,0,0,0,,,770.84,0,0,0,0,0,0,0,5/9/2024,,,0,0,,,,FALSE,0,FALSE,FALSE,FALSE,1,1,FALSE,0,0,,,FALSE,0,FALSE,0,9,,FALSE,7:00,20:00,,,0,0,FALSE,0,5/7/2025,0
3816,FALSE,6910700000000,F2B CAR MULTIPURPOSE FOAM CLEANER 650ML,,FALSE,,25,0,0,0,0,0,,,6000,1,0,0,5700,3,0,0,0,0,0,,,2000,0,0,0,1,0,0,0,4/21/2025,3/11/2024,,2,0,,,,FALSE,0,FALSE,FALSE,FALSE,1,1,FALSE,0,0,,,FALSE,0,FALSE,0,8,,FALSE,7:00,20:00,,,0,0,FALSE,0,5/2/2025,0
3817,FALSE,6927900000000,ANGEL BABY WIPES 150 WIPES,,FALSE,,20,0,0,0,0,0,,,2424.55,1,0,0,2376.07,3,0,0,0,0,0,,,1000,0,0,0,38,0,0,0,9/6/2023,10/5/2023,,2,0,,,,FALSE,0,FALSE,FALSE,FALSE,1,1,FALSE,0,0,,,FALSE,0,FALSE,0,12,,FALSE,7:00,20:00,,,0,0,FALSE,0,5/2/2025,0
3818,FALSE,769659000000,ANGEL BABY WIPES 40 WIPES,,FALSE,,20,0,0,0,0,0,,,1102.07,0,0,0,1080.02,3,0,0,0,0,0,,,320,0,0,0,0,0,0,0,6/17/2024,8/15/2023,,2,0,,,,FALSE,0,FALSE,FALSE,FALSE,1,1,FALSE,0,0,,,FALSE,0,FALSE,0,0,,FALSE,7:00,20:00,,,0,0,FALSE,0,5/2/2025,0
3819,FALSE,6922370000000,EXOTIC FACE & BODY WIPES 150 WIPES,,FALSE,,20,0,0,0,0,0,,,3232.74,0,0,0,3168.08,3,0,0,0,0,0,,,1500,0,0,0,0,0,0,0,2/6/2025,12/8/2023,,2,0,,,,FALSE,0,FALSE,FALSE,FALSE,1,1,FALSE,0,0,,,FALSE,0,FALSE,0,0,,FALSE,7:00,20:00,,,0,0,FALSE,0,5/2/2025,0
3820,FALSE,6927900000000,ANGEL BABY WIPES 63 WIPES,,FALSE,,20,0,0,0,0,0,,,1351.88,0,0,0,1324.84,3,0,0,0,0,0,,,450,0,0,0,0,0,0,0,12/19/2023,8/15/2023,,2,0,,,,FALSE,0,FALSE,FALSE,FALSE,1,1,FALSE,0,0,,,FALSE,0,FALSE,0,0,,FALSE,7:00,20:00,,,0,0,FALSE,0,5/2/2025,0
3821,FALSE,616932000000,COMFIT SANITARY PAD 25CM,,FALSE,,22,0,0,0,0,0,,,2277,0,0,0,2231.46,3,0,0,0,0,1600,4/1/2025,4/15/2025,800,0,0,0,6,0,0,0,6/2/2025,8/15/2023,,0,0,,,,FALSE,0,FALSE,FALSE,FALSE,1,1,FALSE,0,0,,,FALSE,0,FALSE,0,6,,FALSE,7:00,20:00,,,0,0,FALSE,0,3/26/2025,0
3822,FALSE,6291110000000,SUSPENSO POUR HOMME PARFUME 100ML,,FALSE,,2,0,0,0,0,0,,,23522.4,0,0,0,20956.32,3,0,0,0,0,22346.28,3/3/2025,3/5/2025,6334,0,0,0,0,0,0,0,5/23/2025,8/15/2023,,0,0,,,,FALSE,0,FALSE,FALSE,FALSE,1,1,FALSE,0,0,,,FALSE,0,FALSE,0,0,,FALSE,7:00,20:00,,,0,0,FALSE,0,2/22/2024,0
3823,FALSE,8850010000000,BABY CHERIE PURE COTTON BUDS,,FALSE,,21,0,0,0,0,0,,,759,0,0,0,743.82,3,0,0,0,0,721.05,3/3/2025,3/5/2025,200,0,0,0,0,0,0,0,5/28/2024,8/15/2023,,0,0,,,,FALSE,0,FALSE,FALSE,FALSE,1,1,FALSE,0,0,,,FALSE,0,FALSE,0,0,,FALSE,7:00,20:00,,,0,0,FALSE,0,2/22/2024,0
3824,FALSE,6944910000000,DRY LOVE FACE & BODY WIPES 120 WIPES,,FALSE,,25,0,0,0,0,0,,,1821.6,1,0,0,1785.17,3,0,0,0,0,0,,,316.67,0,0,0,0,0,0,0,10/2/2023,,,2,0,,,,FALSE,0,FALSE,FALSE,FALSE,1,1,FALSE,0,0,,,FALSE,0,FALSE,0,0,,FALSE,7:00,20:00,,,0,0,FALSE,0,5/2/2025,0
3825,FALSE,6153400000000,VICKI KITCHEN ROLL TISSUE 2 ROLLS,,FALSE,,21,0,0,0,0,0,,,3795,0,0,0,3719.1,3,0,0,0,0,3605.25,3/3/2025,3/5/2025,1800,0,0,0,0,0,0,0,4/27/2024,8/15/2023,,0,0,,,,FALSE,0,FALSE,FALSE,FALSE,1,1,FALSE,0,0,,,FALSE,0,FALSE,0,0,,FALSE,7:00,20:00,,,0,0,FALSE,0,2/22/2024,0
3826,FALSE,20673,LUXURY TISSUE BIG SIZE,,FALSE,,12,0,0,0,0,0,,,790,0,0,0,755,3,0,0,0,0,750.5,3/3/2025,3/5/2025,350,0,0,0,0,0,0,0,3/5/2025,8/15/2023,,0,0,,,,FALSE,0,FALSE,FALSE,FALSE,1,1,FALSE,0,0,,,FALSE,0,FALSE,0,1,,FALSE,7:00,20:00,,,0,0,FALSE,0,2/1/2025,0
3827,FALSE,6921520000000,MOANA EAU DE PARFUM 50ML,,FALSE,,2,0,0,0,0,0,,,6969.6,0,0,0,6209.28,3,0,0,0,0,6621.12,3/3/2025,3/5/2025,1500,0,0,0,0,0,0,0,1/10/2025,8/15/2023,,0,0,,,,FALSE,0,FALSE,FALSE,FALSE,1,1,FALSE,0,0,,,FALSE,0,FALSE,0,0,,FALSE,7:00,20:00,,,0,0,FALSE,0,2/22/2024,0
3828,FALSE,215555,SUPREME SOAP 170G BIG,,FALSE,,11,0,0,0,0,0,,,660,0,0,0,646.8,0,0,0,0,0,627,3/3/2025,3/5/2025,94.72,0,0,0,82,0,0,0,7/9/2025,2/14/2024,,0,0,G,,,FALSE,0,FALSE,FALSE,FALSE,0,0,FALSE,0,0,,,FALSE,0,FALSE,0,150,,FALSE,7:00,20:00,,,0,0,FALSE,0,2/22/2024,0
3829,FALSE,6151100000000,PREMIER SOAP BIG 175G,,FALSE,,6,0,0,0,0,0,,,726,0,0,0,646.8,0,0,0,0,0,689.7,,,343.75,0,0,0,12,0,0,0,5/1/2025,2/14/2024,,2,0,G,,,FALSE,0,FALSE,FALSE,FALSE,0,0,FALSE,0,0,,,FALSE,0,FALSE,0,384,,FALSE,7:00,20:00,,,0,0,FALSE,0,5/2/2025,0
3830,FALSE,6156000000000,SUPREME SOAP SMALL 60G,,FALSE,,6,0,0,0,0,0,,,203.28,0,0,0,181.1,0,0,0,0,0,0,,,94.72,0,0,0,86,0,0,0,9/24/2024,8/15/2023,,2,0,G,,,FALSE,0,FALSE,FALSE,FALSE,0,0,FALSE,0,0,,,FALSE,0,FALSE,0,0,,FALSE,7:00,20:00,,,0,0,FALSE,0,5/2/2025,0
3831,FALSE,3254,TETMOSOL MEDICATED SOAP 120G,,FALSE,,6,0,0,0,0,0,,,653.4,0,0,0,582.12,0,0,0,0,0,470,4/1/2025,11/30/2025,342,0,0,0,51,0,0,0,5/29/2025,8/15/2023,,2,0,G,,,FALSE,0,FALSE,FALSE,FALSE,0,0,FALSE,0,0,,,FALSE,0,FALSE,0,48,,FALSE,7:00,20:00,,,0,0,FALSE,0,5/2/2025,0
3832,FALSE,6151100000000,PREMIER COOL SMALL 60G,,FALSE,,6,0,0,0,0,0,,,450.85,1,0,0,401.67,7,0,0,0,0,428.308,,,177.78,0,0,0,51,0,0,0,3/3/2025,8/15/2023,,2,0,,,,FALSE,0,FALSE,FALSE,FALSE,1,1,FALSE,0,0,,,FALSE,0,FALSE,0,84,,FALSE,7:00,20:00,,,0,0,FALSE,0,5/2/2025,0
3833,FALSE,6151100000000,PREMIER COOL BIG 110G,,FALSE,,6,0,0,0,0,0,,,726,0,0,0,646.8,0,0,0,0,0,0,,,393,0,0,0,28,0,0,0,6/2/2025,8/15/2023,,2,0,G,,,FALSE,0,FALSE,FALSE,FALSE,0,0,FALSE,0,0,,,FALSE,0,FALSE,0,56,,FALSE,7:00,20:00,,,0,0,FALSE,0,5/2/2025,0
3834,FALSE,6151100000000,CANOE EXTRA CARE SOAP PINK 230G,,FALSE,,6,0,0,0,0,0,,,798.6,1,0,0,711.48,6,0,0,0,0,0,,,350,0,0,0,7,0,0,0,7/5/2025,8/15/2023,,2,0,,,,FALSE,0,FALSE,FALSE,FALSE,1,1,FALSE,0,0,,,FALSE,0,FALSE,0,0,,FALSE,7:00,20:00,,,0,0,FALSE,0,5/2/2025,0
3835,FALSE,705632000000,VIVA PLUS 250G GREEN,,FALSE,,11,0,0,0,0,0,,,660,1,0,0,638,6,0,0,0,0,627,3/3/2025,3/5/2025,379.17,0,0,0,21,0,0,0,7/9/2025,2/14/2024,,0,0,,,,FALSE,0,FALSE,FALSE,FALSE,1,1,FALSE,0,0,,,FALSE,0,FALSE,0,48,,FALSE,7:00,20:00,,,0,0,FALSE,0,2/22/2024,0
3836,FALSE,705632000000,VIVA PLUS 250G YELLOW,,FALSE,,22,0,0,0,0,0,,,400,1,0,0,400,6,0,0,0,0,470,3/3/2025,4/15/2025,296,0,0,0,3,0,0,0,6/28/2025,8/15/2023,,0,0,,,,FALSE,0,FALSE,FALSE,FALSE,1,1,FALSE,0,0,,,FALSE,0,FALSE,0,24,,FALSE,7:00,20:00,,,0,0,FALSE,0,6/28/2025,0
3837,FALSE,705632000000,VIVA PLUS GOLD ROLL180G,,FALSE,,11,0,0,0,0,0,,,1669.8,1,0,0,1636.4,3,0,0,0,0,1586.31,3/3/2025,3/5/2025,815.3908,0,0,0,22,0,0,0,7/6/2024,8/15/2023,,0,0,,,,FALSE,0,FALSE,FALSE,FALSE,1,1,FALSE,0,0,,,FALSE,0,FALSE,0,0,,FALSE,7:00,20:00,,,0,0,FALSE,0,2/22/2024,0
3838,FALSE,705632000000,VIVA DETERGENT 18OG ROLL,,FALSE,,11,0,0,0,0,0,,,1500,1,0,0,1300,3,0,0,0,0,1425,3/3/2025,3/5/2025,800,0,0,0,33,0,0,0,1/25/2025,8/15/2023,,0,0,,,,FALSE,0,FALSE,FALSE,FALSE,1,1,FALSE,0,0,,,FALSE,0,FALSE,0,16,,FALSE,7:00,20:00,,,0,0,FALSE,0,12/24/2024,0
3839,FALSE,705632000000,VIVA DETERGENT 850G,,FALSE,,11,0,0,0,0,0,,,2750,1,0,0,2640,3,0,0,0,0,2612.5,3/3/2025,3/5/2025,1300,0,0,0,1,0,0,0,10/4/2024,2/14/2024,,0,0,,,,FALSE,0,FALSE,FALSE,FALSE,1,1,FALSE,0,0,,,FALSE,0,FALSE,0,32,,FALSE,7:00,20:00,,,0,0,FALSE,0,2/22/2024,0
3840,FALSE,6151100000000,JIK REGULAR HOUSEHOLD BLEACH 1.4kg,,FALSE,,12,0,0,0,0,0,,,6500,1,0,0,6250,3,0,0,0,0,0,,,3125,0,0,0,2,0,0,0,7/19/2025,7/2/2025,,0,0,,,,FALSE,0,FALSE,FALSE,FALSE,1,1,FALSE,0,0,,,FALSE,0,FALSE,0,2,,FALSE,7:00,20:00,,,0,0,FALSE,0,7/2/2025,0
3841,FALSE,6156000000000,ABONIKI BALM 25G,,FALSE,,1,0,0,0,0,0,,,907.24,0,0,0,889.09,0,0,0,0,0,0,,,300,0,0,0,11,0,0,0,7/18/2025,8/15/2023,,0,0,G,,,FALSE,0,FALSE,FALSE,FALSE,0,0,FALSE,0,0,,,FALSE,0,FALSE,0,0,,FALSE,7:00,20:00,,,0,0,FALSE,0,5/7/2025,0
3842,FALSE,54632156,SWAM INSECTICIDE 600ML,,FALSE,,14,0,0,0,0,0,,,3036,0,0,0,2975.28,0,0,0,0,0,0,,,1500,0,0,0,24,0,0,0,,8/15/2023,,0,0,G,,,FALSE,0,FALSE,FALSE,FALSE,0,0,FALSE,0,0,,,FALSE,0,FALSE,0,0,,FALSE,7:00,20:00,,,0,0,FALSE,0,5/7/2025,0
3843,FALSE,6156000000000,HYPO SACHET,,FALSE,,11,0,0,0,0,0,,,98.67,1,0,0,96.7,6,0,0,0,0,93.737,3/3/2025,3/5/2025,29,0,0,0,42,0,0,0,11/2/2024,,,0,0,,,,FALSE,0,FALSE,FALSE,FALSE,1,1,FALSE,0,0,,,FALSE,0,FALSE,0,0,,FALSE,7:00,20:00,,,0,0,FALSE,0,2/22/2024,0
3844,FALSE,2556684,FRAGRANCE DELUXE PERFUME 100ML,,FALSE,,2,0,0,0,0,0,,,21780,0,0,0,19404,0,0,0,0,0,20691,3/3/2025,3/5/2025,6000,0,0,0,3,0,0,0,7/4/2025,8/15/2023,,0,0,G,,,FALSE,0,FALSE,FALSE,FALSE,0,0,FALSE,0,0,,,FALSE,0,FALSE,0,0,,FALSE,7:00,20:00,,,0,0,FALSE,0,2/22/2024,0
3845,FALSE,8694590000000,ZARA PERFUMED DEODORANTS 200ML,,FALSE,,2,0,0,0,0,0,,,6000,0,0,0,5500,0,0,0,0,0,4750,3/3/2025,3/5/2025,2666.67,0,0,0,12,0,0,0,3/3/2025,4/7/2025,,0,0,G,,,FALSE,0,FALSE,FALSE,FALSE,0,0,FALSE,0,0,,,FALSE,0,FALSE,0,0,,FALSE,7:00,20:00,,,0,0,FALSE,0,4/7/2025,0
3846,FALSE,7977700000000,LOVE FREGRANCE MIST 260ML,,FALSE,,2,0,0,0,0,0,,,3005.64,0,0,0,2677.75,0,0,0,0,0,2855.358,3/3/2025,3/5/2025,667,0,0,0,0,0,0,0,7/23/2025,8/15/2023,,0,0,G,,,FALSE,0,FALSE,FALSE,FALSE,0,0,FALSE,0,0,,,FALSE,0,FALSE,0,0,,FALSE,7:00,20:00,,,0,0,FALSE,0,2/22/2024,0
