"INTERNAL,N,6,0","INACTIVE,L","PART_NO,C,20","DESC,C,70","DESC1,C,70","PRINTD1,L","TYPE,C,1","GROUP,N,6,0","GROUP1,N,4,0","GROUP2,N,4,0","GROUP3,N,4,0","SALE_ACC,N,5,0","BUY_ACC,N,5,0","UNIT,C,10","BIN,C,10","PRICE1,N,13,3","QTY1,N,9,2","PRICE2,N,13,3","QTY2,N,9,2","PRICE3,N,13,3","QTY3,N,9,2","PRICE4,N,13,3","QTY4,N,9,2","PRICE5,N,13,3","QTY5,N,9,2","SPRICE,N,13,3","SDATE1,D","SDATE2,D","COST,N,14,4","FACTOR,N,7,3","PUR_QTY,N,14,3","PUR_AMOUNT,N,15,3","QTY,N,12,3","BACKORDER,N,12,4","ONORDER,N,12,4","ONLAYBY,N,10,2","LASTSOLD,D","LASTBUY,D","LASTORDER,D","MINIMUM,N,8,0","MAXIMUM,N,8,0","TAXCODE,C,3","TAXCODE1,C,3","NOTES,C,57","TRACKSER,L","SUPPLIER,N,4,0","EDITQTY,L","BLOCKDISC,L","EDITPRICE,L","SELLUNIT,N,6,0","BUYUNIT,N,6,0","MADEUP,L","BFQTY,N,12,3","BFCOST,N,15,4","SPICTURE,C,80","USRPROMPT,C,80","EXPIRY,L","S_POINTS,N,8,0","USESCALE,L","CON_OUT,N,11,3","CON_IN,N,11,3","RELEASEDON,D","WEBSTORE,L","FROMTIME,C,5","TOTIME,C,5","COSTDATE,D","COSTDATE1,D","TEMPCOST,N,15,3","DAYS,N,5,0","BLOCKFRAC,L","MINSELL,N,13,3","SELLCHANGE,D","SPECIALS,N,3,0"
1,FALSE,28001404450,JENNIFER LOPEZ SECRETS PINK ROSE LIGHTENING AND MO,,FALSE,,22,0,0,0,0,0,,,13771.3,1,0,0,13495.87,3,0,0,0,0,0,,,6670,0,0,0,0,0,0,0,1/11/2025,10/16/2023,,0,0,,,,FALSE,0,FALSE,FALSE,FALSE,0,0,FALSE,0,0,,,TRUE,0,FALSE,0,0,,FALSE,7:00,20:00,,,0,0,FALSE,0,7/15/2025,0
2,FALSE,20011,CERAVE DAILY MOISTURIZING LOTION FOR NORMAL TO DRY 355ml,,FALSE,,1,0,0,0,0,0,,,31000,1,0,0,30500,3,0,0,0,0,0,,,23000,0,0,0,6,0,0,0,7/10/2025,6/26/2025,,0,0,,,,FALSE,0,FALSE,FALSE,FALSE,0,0,FALSE,0,0,,,FALSE,0,FALSE,0,12,,FALSE,7:00,20:00,,,0,0,FALSE,0,6/26/2025,0
3,FALSE,3606000000000,CERAVE MOISTURIZING CREAM 453G,,FALSE,,1,0,0,0,0,0,,,38500,1,0,0,38000,3,0,0,0,0,0,,,28000,0,0,0,13,0,0,0,7/12/2025,7/3/2025,,0,0,,,,FALSE,0,FALSE,FALSE,FALSE,0,0,FALSE,0,0,,,FALSE,0,FALSE,0,6,,FALSE,7:00,20:00,,,0,0,FALSE,0,7/3/2025,0
4,TRUE,20074,QUICK ACTION SKIN MAGNET LIGHTENING LOTION 250ML,,FALSE,,1,0,0,0,0,0,,,3000,1,0,0,2700,3,0,0,0,0,0,,,1085,0,0,0,0,0,0,0,,,,0,0,,,,FALSE,0,FALSE,FALSE,FALSE,0,0,FALSE,0,0,,,FALSE,0,FALSE,0,0,,FALSE,7:00,20:00,,,0,0,FALSE,0,5/7/2025,0
5,FALSE,20083,BISMID PERFECT FIRMING AND EXTRA WHITENING LOTION,,FALSE,,1,0,0,0,0,0,,,24383.84,1,0,0,23896.17,3,0,0,0,0,0,,,13000,0,0,0,1,0,0,0,4/14/2025,6/14/2023,,0,0,,,,FALSE,0,FALSE,FALSE,FALSE,0,0,FALSE,0,0,,,FALSE,0,FALSE,0,0,,FALSE,7:00,20:00,,,0,0,FALSE,0,5/7/2025,0
6,FALSE,98864006856,CRYSTAL WHITE UV LIGHTENING MILK 250ML,,FALSE,,1,0,0,0,0,0,,,10672.2,1,0,0,10458.76,3,0,0,0,0,0,,,5500,0,0,0,5,0,0,0,6/5/2025,2/2/2024,,0,0,,,,FALSE,0,FALSE,FALSE,FALSE,0,0,FALSE,0,0,,,FALSE,0,FALSE,0,3,,FALSE,7:00,20:00,,,0,0,FALSE,0,5/7/2025,0
7,FALSE,20149,QUICK ACTION SKIN MAGNET LOTION 250ML,,FALSE,,1,0,0,0,0,0,,,5773.23,1,0,0,5657.76,3,0,0,0,0,0,,,1085,0,0,0,6,0,0,0,,6/22/2023,,0,0,,,,FALSE,0,FALSE,FALSE,FALSE,0,0,FALSE,0,0,,,FALSE,0,FALSE,0,0,,FALSE,7:00,20:00,,,0,0,FALSE,0,5/7/2025,0
8,FALSE,20191,CETAPHIL MOISTURIZING LOTION 591ML,,FALSE,,1,0,0,0,0,0,,,29500,1,0,0,29000,3,0,0,0,0,0,,,20000,0,0,0,5,0,0,0,4/10/2025,1/18/2025,,0,0,,,,FALSE,0,FALSE,FALSE,FALSE,0,0,FALSE,0,0,,,FALSE,0,FALSE,0,4,,FALSE,7:00,20:00,,,0,0,FALSE,0,5/7/2025,0
9,FALSE,20194,PERLAY BEAUTY LOTION 550ML,,FALSE,,1,0,0,0,0,0,,,7000,1,0,0,7000,3,0,0,0,0,7000,4/1/2025,12/30/2025,3000,0,0,0,5,0,0,0,10/26/2023,6/23/2023,,0,0,,,,FALSE,0,FALSE,FALSE,FALSE,0,0,FALSE,0,0,,,FALSE,0,FALSE,0,2,,FALSE,7:00,20:00,,,0,0,FALSE,0,5/7/2025,0
10,FALSE,412553,CETAPHIL MOISTURIZING CREAM ULTIMATE WITH ANTIOXIDANT 566G,,FALSE,,1,0,0,0,0,0,,,32000,1,0,0,31500,3,0,0,0,0,0,,,22000,0,0,0,6,0,0,0,2/1/2025,4/18/2025,,0,0,,,,FALSE,0,FALSE,FALSE,FALSE,0,0,FALSE,0,0,,,FALSE,0,FALSE,0,0,,FALSE,7:00,20:00,,,0,0,FALSE,0,5/7/2025,0
11,FALSE,410658,CETAPHIL MOISTURIZING CREAM ULTIMATE WITH ANTIOXIDANT 453G,,FALSE,,1,0,0,0,0,0,,,30000,1,0,0,29500,3,0,0,0,0,0,,,20000,0,0,0,3,0,0,0,7/4/2025,4/18/2025,,0,0,,,,FALSE,0,FALSE,FALSE,FALSE,0,0,FALSE,0,0,,,FALSE,0,FALSE,0,0,,FALSE,7:00,20:00,,,0,0,FALSE,0,5/7/2025,0
12,FALSE,20198,CETAPHIL MOISTURIZING CREAM 250G,,FALSE,,1,0,0,0,0,0,,,20080.81,1,0,0,19679.19,3,0,0,0,0,0,,,7750,0,0,0,0,0,0,0,11/14/2024,6/10/2023,,0,0,,,,FALSE,0,FALSE,FALSE,FALSE,0,0,FALSE,0,0,,,FALSE,0,FALSE,0,0,,FALSE,7:00,20:00,,,0,0,FALSE,0,5/7/2025,0
13,TRUE,20200,CETAPHIL MOISTURIZING CREAM 566G,,FALSE,,1,0,0,0,0,0,,,23917.69,1,0,0,23439.33,3,0,0,0,0,0,,,9750,0,0,0,0,0,0,0,10/2/2024,6/10/2023,,0,0,,,,FALSE,0,FALSE,FALSE,FALSE,0,0,FALSE,0,0,,,FALSE,0,FALSE,0,0,,FALSE,7:00,20:00,,,0,0,FALSE,0,5/7/2025,0
14,FALSE,20202,MOROCCAN MAGIC VITAMIN C + FERULIC ACID BODY LOTION 400ML,,FALSE,,1,0,0,0,0,0,,,13000,1,0,0,12500,3,0,0,0,0,0,,,5166.67,0,0,0,4,0,0,0,6/5/2025,10/14/2024,,0,0,,,,FALSE,0,FALSE,FALSE,FALSE,0,0,FALSE,0,0,,,FALSE,0,FALSE,0,17,,FALSE,7:00,20:00,,,0,0,FALSE,0,5/7/2025,0
15,FALSE,20203,MOROCCAN MAGIC COLLAGEN + PEPTIDES BODY LOTION 400ML,,FALSE,,1,0,0,0,0,0,,,13500,1,0,0,13000,3,0,0,0,0,0,,,5000,0,0,0,4,0,0,0,10/31/2024,8/22/2024,,0,0,,,,FALSE,0,FALSE,FALSE,FALSE,0,0,FALSE,0,0,,,FALSE,0,FALSE,0,1,,FALSE,7:00,20:00,,,0,0,FALSE,0,5/7/2025,0
16,FALSE,20206,WHITE PLUS FAST ACTION CREAM WITH CARROT   50G,,FALSE,,22,0,0,0,0,0,,,2277,1,0,0,2231.46,3,0,0,0,0,2163.15,3/3/2025,3/5/2025,670,0,0,0,0,0,0,0,,6/14/2023,,0,0,,,,FALSE,0,FALSE,FALSE,FALSE,0,0,FALSE,0,0,,,FALSE,0,FALSE,0,0,,FALSE,7:00,20:00,,,0,0,FALSE,0,2/22/2024,0
17,FALSE,20208,CLEARASIL WHITENING LOTION EGG YOLK   250ML,,FALSE,,1,0,0,0,0,0,,,4618.58,1,0,0,4526.21,3,0,0,0,0,0,,,1585,0,0,0,6,0,0,0,,6/14/2023,,0,0,,,,FALSE,0,FALSE,FALSE,FALSE,0,0,FALSE,0,0,,,FALSE,0,FALSE,0,0,,FALSE,7:00,20:00,,,0,0,FALSE,0,5/7/2025,0
18,FALSE,20210,CLEARASIL LIGHTENING LOTION   250ML,,FALSE,,1,0,0,0,0,0,,,4618.58,1,0,0,4526.21,3,0,0,0,0,0,,,1585,0,0,0,5,0,0,0,6/24/2025,6/14/2023,,0,0,,,,FALSE,0,FALSE,FALSE,FALSE,0,0,FALSE,0,0,,,FALSE,0,FALSE,0,0,,FALSE,7:00,20:00,,,0,0,FALSE,0,5/7/2025,0
19,FALSE,20216,STAY YOUNG EXTREME WHITENING BODY LOTION    300ML,,FALSE,,1,0,0,0,0,0,,,5773.23,1,0,0,5657.76,3,0,0,0,0,2200,2/11/2025,12/31/2025,1500,0,0,0,2,0,0,0,7/1/2025,6/14/2023,,0,0,,,,FALSE,0,FALSE,FALSE,FALSE,0,0,FALSE,0,0,,,FALSE,0,FALSE,0,0,,FALSE,7:00,20:00,,,0,0,FALSE,0,5/30/2025,0
20,FALSE,20221,HALF CAST CAROTTE LIGHTENING BODY MILK  450ML,,FALSE,,1,0,0,0,0,0,,,14020.71,1,0,0,13740.3,3,0,0,0,0,0,,,5170,0,0,0,2,0,0,0,5/20/2025,6/14/2023,,0,0,,,,FALSE,0,FALSE,FALSE,FALSE,0,0,FALSE,0,0,,,FALSE,0,FALSE,0,1,,FALSE,7:00,20:00,,,0,0,FALSE,0,6/6/2025,0
21,FALSE,20224,NOBLE WHITE FAST ACTION CREAM   50G,,FALSE,,22,0,0,0,0,0,,,2277,1,0,0,2231.46,3,0,0,0,0,0,,,670,0,0,0,0,0,0,0,,6/14/2023,,0,0,,,,FALSE,0,FALSE,FALSE,FALSE,0,0,FALSE,0,0,,,FALSE,0,FALSE,0,0,,FALSE,7:00,20:00,,,0,0,FALSE,0,5/5/2025,0
22,FALSE,20225,QEI+  OR  LAIT INNOVATEUR BODY  MILK   500ML,,FALSE,,1,0,0,0,0,0,,,30000,1,0,0,29500,3,0,0,0,0,0,,,25000,0,0,0,7,0,0,0,2/25/2025,4/18/2025,,0,0,,,,FALSE,0,FALSE,FALSE,FALSE,0,0,FALSE,0,0,,,FALSE,0,FALSE,0,8,,FALSE,7:00,20:00,,,0,0,FALSE,0,5/7/2025,0
23,FALSE,20226,SWP+ LIGHTENING BODY LOTION  500ML,,FALSE,,1,0,0,0,0,0,,,18500,1,0,0,18300,3,0,0,0,0,0,,,6500,0,0,0,0,0,0,0,10/19/2024,6/20/2023,,0,0,,,,FALSE,0,FALSE,FALSE,FALSE,0,0,FALSE,0,0,,,FALSE,0,FALSE,0,1,,FALSE,7:00,20:00,,,0,0,FALSE,0,5/7/2025,0
24,FALSE,9556130000000,VASELINE HEALTHY BRIGHTDEWY RADIANCE GLUTAHYA SERUM BURST LOTION 300ML,,FALSE,,1,0,0,0,0,0,,,14500,1,0,0,14500,3,0,0,0,0,0,,,8750,0,0,0,2,0,0,0,7/17/2025,4/7/2025,,2,0,,,,FALSE,0,FALSE,FALSE,FALSE,0,0,FALSE,0,0,,,FALSE,0,FALSE,0,49,,FALSE,7:00,20:00,,,0,0,FALSE,0,6/6/2025,0
25,FALSE,20295,BEAUTY FAIR EXTRA RICH BODY CARE CREAM SMALL  450G,,FALSE,,1,0,0,0,0,0,,,3824.92,1,0,0,3748.43,3,0,0,0,0,2500,,,1800,0,0,0,1,0,0,0,4/14/2025,12/8/2023,,0,0,,,,FALSE,0,FALSE,FALSE,FALSE,0,0,FALSE,0,0,,,FALSE,0,FALSE,0,0,,FALSE,7:00,20:00,,,0,0,FALSE,0,5/7/2025,0
26,FALSE,20296,BEAUTY FAIR BODY CARE CREAM 425G,,FALSE,,1,0,0,0,0,0,,,2474.25,1,0,0,2424.76,3,0,0,0,0,2350.538,3/3/2025,3/5/2025,800,0,0,0,1,0,0,0,,,,0,0,,,,FALSE,0,FALSE,FALSE,FALSE,0,0,FALSE,0,0,,,FALSE,0,FALSE,0,0,,FALSE,7:00,20:00,,,0,0,FALSE,0,2/22/2024,0
27,FALSE,20297,ABEBI WHITE VIP 24K GOLD STRONG LOTION 500ML,,FALSE,,1,0,0,0,0,0,,,37938.38,1,0,0,37179.62,3,0,0,0,0,36041.461,3/3/2025,3/5/2025,18700,0,0,0,-1,0,0,0,11/6/2023,,,0,0,,,,FALSE,0,FALSE,FALSE,FALSE,0,0,FALSE,0,0,,,FALSE,0,FALSE,0,2,,FALSE,7:00,20:00,,,0,0,FALSE,0,2/22/2024,0
28,FALSE,20298,GOLDEN GLOW INTENSIVE HALF CAST LOTION 500ML,,FALSE,,1,0,0,0,0,0,,,16500,1,0,0,16250,3,0,0,0,0,15675,3/3/2025,3/5/2025,9833.34,0,0,0,2,0,0,0,7/21/2025,11/18/2024,,0,0,,,,FALSE,0,FALSE,FALSE,FALSE,0,0,FALSE,0,0,,,FALSE,0,FALSE,0,38,,FALSE,7:00,20:00,,,0,0,FALSE,0,11/18/2024,0
29,FALSE,20299,MAKE ME WHITE EVENTONE CARROT LOTION 600ML,,FALSE,,1,0,0,0,0,0,,,5773.23,1,0,0,5657.76,3,0,0,0,0,4425,4/1/2025,4/15/2025,1500,0,0,0,2,0,0,0,3/21/2025,,,0,0,,,,FALSE,0,FALSE,FALSE,FALSE,0,0,FALSE,0,0,,,FALSE,0,FALSE,0,2,,FALSE,7:00,20:00,,,0,0,FALSE,0,3/20/2025,0
30,FALSE,20300,ABEBI WHITE VIP SNOW WHITE CREAM 100ML,,FALSE,,1,0,0,0,0,0,,,21443.43,1,0,0,21014.57,3,0,0,0,0,20371.259,3/3/2025,3/5/2025,11000,0,0,0,3,0,0,0,,,,0,0,,,,FALSE,0,FALSE,FALSE,FALSE,0,0,FALSE,0,0,,,FALSE,0,FALSE,0,3,,FALSE,7:00,20:00,,,0,0,FALSE,0,2/22/2024,0
31,FALSE,20301,ABEBI WHITE VIP STRONG GLUTA  ROSE 24K GOLD FACE C,,FALSE,,1,0,0,0,0,0,,,15670.2,1,0,0,15356.8,3,0,0,0,0,0,,,7000,0,0,0,1,0,0,0,9/12/2023,,,0,0,,,,FALSE,0,FALSE,FALSE,FALSE,0,0,FALSE,0,0,,,FALSE,0,FALSE,0,0,,FALSE,7:00,20:00,,,0,0,FALSE,0,5/7/2025,0
32,FALSE,20302,ABEBI WHITE GLUTA BLACK 5XXXXXXL+ SNOW WHITE LOTIO,,FALSE,,6,0,0,0,0,0,,,23092.94,1,0,0,22631.08,3,0,0,0,0,0,,,11000,0,0,0,0,0,0,0,,,,0,0,,,,FALSE,0,FALSE,FALSE,FALSE,0,0,FALSE,0,0,,,FALSE,0,FALSE,0,2,,FALSE,7:00,20:00,,,0,0,FALSE,0,5/5/2025,0
33,FALSE,20303,CITROCLEAR BODY LOTION  500ML,,FALSE,,1,0,0,0,0,0,,,3442.42,1,0,0,3373.57,3,0,0,0,0,0,,,1200,0,0,0,-1,0,0,0,9/14/2024,,,0,0,,,,FALSE,0,FALSE,FALSE,FALSE,0,0,FALSE,0,0,,,FALSE,0,FALSE,0,4,,FALSE,7:00,20:00,,,0,0,FALSE,0,5/7/2025,0
34,FALSE,852820000000,URBAN SKIN RX SUPER C BRIGHTENING SERUM 30ML,,FALSE,,8,0,0,0,0,0,,,68310,1,0,0,66943.8,3,0,0,0,0,64894.5,3/3/2025,3/5/2025,30100,0,0,0,0,0,0,0,12/3/2024,10/9/2023,,0,1,,,,FALSE,0,FALSE,FALSE,FALSE,0,0,FALSE,0,0,,,FALSE,0,FALSE,0,4,,FALSE,7:00,20:00,,,0,0,FALSE,0,2/22/2024,0
35,FALSE,20305,GLUTA MAX PAPAYA BODY MILK LOTION,,FALSE,,1,0,0,0,0,0,,,11546.47,1,0,0,11315.54,3,0,0,0,0,10969.147,3/3/2025,3/5/2025,4000,0,0,0,0,0,0,0,,,,0,0,,,,FALSE,0,FALSE,FALSE,FALSE,0,0,FALSE,0,0,,,FALSE,0,FALSE,0,0,,FALSE,7:00,20:00,,,0,0,FALSE,0,2/22/2024,0
36,FALSE,20312,BISMID MOISTURE REPAIR CREAM 500G,,FALSE,,1,0,0,0,0,0,,,14020.71,1,0,0,13740.3,3,0,0,0,0,0,,,6500,0,0,0,0,0,0,0,12/5/2023,,,0,0,,,,FALSE,0,FALSE,FALSE,FALSE,0,0,FALSE,0,0,,,FALSE,0,FALSE,0,3,,FALSE,7:00,20:00,,,0,0,FALSE,0,5/7/2025,0
37,FALSE,20335,BISMID SKIN WHITENING CREAM  280ML,,FALSE,,1,0,0,0,0,0,,,17319.7,1,0,0,16973.31,3,0,0,0,0,0,,,7500,0,0,0,1,0,0,0,6/19/2025,,,0,0,,,,FALSE,0,FALSE,FALSE,FALSE,0,0,FALSE,0,0,,,FALSE,0,FALSE,0,3,,FALSE,7:00,20:00,,,0,0,FALSE,0,5/7/2025,0
38,FALSE,20339,BISMID EXCLUSIVE SUPER WHITENING CREAM 300G,,FALSE,,1,0,0,0,0,0,,,19793.95,1,0,0,19398.07,3,0,0,0,0,18804.253,3/3/2025,3/5/2025,9000,0,0,0,3,0,0,0,,,,0,0,,,,FALSE,0,FALSE,FALSE,FALSE,0,0,FALSE,0,0,,,FALSE,0,FALSE,0,3,,FALSE,7:00,20:00,,,0,0,FALSE,0,2/22/2024,0
39,FALSE,92381,BISMID BUTTER GLOW CHOCOLATE CREAM 200G,,FALSE,,1,0,0,0,0,0,,,13195.96,1,0,0,12932.04,3,0,0,0,0,0,,,5500,0,0,0,1,0,0,0,4/12/2024,,,2,0,,,,FALSE,0,FALSE,FALSE,FALSE,0,0,FALSE,0,0,,,FALSE,0,FALSE,0,2,,FALSE,7:00,20:00,,,0,0,FALSE,0,5/2/2025,0
40,FALSE,92382,BISMID SHEA GLOW 200G,,FALSE,,1,0,0,0,0,0,,,14845.46,1,0,0,14548.55,3,0,0,0,0,0,,,5500,0,0,0,0,0,0,0,4/5/2024,,,2,0,,,,FALSE,0,FALSE,FALSE,FALSE,0,0,FALSE,0,0,,,FALSE,0,FALSE,0,2,,FALSE,7:00,20:00,,,0,0,FALSE,0,5/7/2025,0
41,FALSE,60018960,VASELINE BLUESEAL RICH CONDITIONING JELLY COCOA BU,,FALSE,,1,0,0,0,0,0,,,4000,1,0,0,3750,3,0,0,0,0,0,,,2083.4,0,0,0,12,0,0,0,11/25/2024,7/15/2025,,0,0,,,,FALSE,0,FALSE,FALSE,FALSE,0,0,FALSE,0,0,,,FALSE,0,FALSE,0,0,,FALSE,7:00,20:00,,,0,0,FALSE,0,7/16/2025,0
42,FALSE,1058152218,ULTRA - WHITE ADVANCED SKIN LIGHTENING LOTION,,FALSE,,1,0,0,0,0,0,,,20618.69,1,0,0,20206.31,3,0,0,0,0,0,,,9500,0,0,0,4,0,0,0,10/28/2023,11/17/2023,,0,0,,,,FALSE,0,FALSE,FALSE,FALSE,0,0,FALSE,0,0,,,FALSE,0,FALSE,0,0,,FALSE,7:00,20:00,,,0,0,FALSE,0,5/7/2025,0
43,FALSE,10181032806,PALMER'S COCONUT OIL FORMULA 250ML,,FALSE,,1,0,0,0,0,0,,,12000,1,0,0,11800,3,0,0,0,0,0,,,4000,0,0,0,1,0,0,0,2/19/2025,6/14/2023,,2,0,,,,FALSE,0,FALSE,FALSE,FALSE,0,0,FALSE,0,0,,,FALSE,0,FALSE,0,0,,FALSE,7:00,20:00,,,0,0,FALSE,0,5/7/2025,0
44,FALSE,10181040313,PALMER'S COCOA FORMULA MASSAGE LOTION WITH VITAMIN,,FALSE,,1,0,0,0,0,0,,,16000,1,0,0,15500,3,0,0,0,0,0,,,9583.34,0,0,0,2,0,0,0,7/14/2025,7/2/2025,,2,0,,,,FALSE,0,FALSE,FALSE,FALSE,0,0,FALSE,0,0,,,FALSE,0,FALSE,0,10,,FALSE,7:00,20:00,,,0,0,FALSE,0,5/7/2025,0
45,FALSE,10181040351,PALMER'S COCOA BUTTER MASSAGE CREAM 125G,,FALSE,,1,0,0,0,0,0,,,15000,1,0,0,14800,3,0,0,0,0,0,,,10833.33,0,0,0,0,0,0,0,1/11/2025,3/8/2024,,2,0,,,,FALSE,0,FALSE,FALSE,FALSE,0,0,FALSE,0,0,,,FALSE,0,FALSE,0,0,,FALSE,7:00,20:00,,,0,0,FALSE,0,5/7/2025,0
46,FALSE,10181041655,PALMER'S COCOA BUTTER FORMULA  COCOA BUTTER 4OOML,,FALSE,,1,0,0,0,0,0,,,14000,1,0,0,13800,3,0,0,0,0,0,,,4585,0,0,0,5,0,0,0,8/27/2024,6/14/2023,,0,0,,,,FALSE,0,FALSE,FALSE,FALSE,0,0,FALSE,0,0,,,FALSE,0,FALSE,0,0,,FALSE,7:00,20:00,,,0,0,FALSE,0,5/7/2025,0
47,FALSE,10181077050,PALMERS SKIN SUCCESS FADE MILK ALPHA LOTION 250ML,,FALSE,,1,0,0,0,0,0,,,19870,1,0,0,19500,3,0,0,0,0,0,,,12500,0,0,0,7,0,0,0,5/31/2025,1/13/2025,,2,0,,,,FALSE,0,FALSE,FALSE,FALSE,0,0,FALSE,0,0,,,FALSE,0,FALSE,0,14,,FALSE,7:00,20:00,,,0,0,FALSE,0,5/7/2025,0
48,FALSE,10181132650,PALMER'S COCONUT OIL BODY LOTION 500ML,,FALSE,,1,0,0,0,0,0,,,15000,1,0,0,14800,3,0,0,0,0,0,,,4000,0,0,0,2,0,0,0,2/15/2025,6/19/2023,,2,0,,,,FALSE,0,FALSE,FALSE,FALSE,0,0,FALSE,0,0,,,FALSE,0,FALSE,0,1,,FALSE,7:00,20:00,,,0,0,FALSE,0,5/7/2025,0
49,FALSE,10181140648,PALMER'S COCOA BUTTER FORMULA FIRMING BUTTER 315ML,,FALSE,,1,0,0,0,0,0,,,15500,1,0,0,15300,3,0,0,0,0,0,,,3667,0,0,0,3,0,0,0,,,,2,0,,,,FALSE,0,FALSE,FALSE,FALSE,0,0,FALSE,0,0,,,FALSE,0,FALSE,0,3,,FALSE,7:00,20:00,,,0,0,FALSE,0,5/7/2025,0
50,FALSE,10181141652,PALMER'S COCOA BUTTER FORMULA HEALS SOFTENS 500ML,,FALSE,,1,0,0,0,0,0,,,15000,1,0,0,14800,3,0,0,0,0,0,,,5335,0,0,0,0,0,0,0,4/5/2024,6/19/2023,,2,0,,,,FALSE,0,FALSE,FALSE,FALSE,0,0,FALSE,0,0,,,FALSE,0,FALSE,0,0,,FALSE,7:00,20:00,,,0,0,FALSE,0,5/7/2025,0
51,FALSE,10181151651,PALMER'S SHEA BUTTER FORMULA 500ML,,FALSE,,1,0,0,0,0,0,,,14845.46,1,0,0,14548.55,3,0,0,0,0,0,,,6250,0,0,0,0,0,0,0,,,,0,0,,,,FALSE,0,FALSE,FALSE,FALSE,0,0,FALSE,0,0,,,FALSE,0,FALSE,0,0,,FALSE,7:00,20:00,,,0,0,FALSE,0,5/7/2025,0
52,FALSE,11111012653,DOVE WHIPPED BODY CREAM 283G,,FALSE,,1,0,0,0,0,0,,,6500,1,0,0,6450,3,0,0,0,0,0,,,3333.33,0,0,0,12,0,0,0,7/21/2025,5/20/2024,,0,0,,,,FALSE,0,FALSE,FALSE,FALSE,0,0,FALSE,0,0,,,FALSE,0,FALSE,0,8,,FALSE,7:00,20:00,,,0,0,FALSE,0,5/7/2025,0
53,FALSE,11111030961,DOVE BODY LOVE INTENSE CARE LOTION 400ML,,FALSE,,1,0,0,0,0,0,,,14020.71,1,0,0,13740.3,3,0,0,0,0,0,,,6500,0,0,0,3,0,0,0,11/2/2023,6/10/2023,,0,0,,,,FALSE,0,FALSE,FALSE,FALSE,0,0,FALSE,0,0,,,FALSE,0,FALSE,0,0,,FALSE,7:00,2:00,,,0,0,FALSE,0,5/7/2025,0
54,FALSE,11111407565,CARESS DAILY SILK FOR NOTICEABLY SILKY SOFT SKIN 7,,FALSE,,1,0,0,0,0,0,,,13195.96,1,0,0,12932.04,3,0,0,0,0,12536.162,3/3/2025,3/5/2025,5000,0,0,0,6,0,0,0,,6/10/2023,,0,0,,,,FALSE,0,FALSE,FALSE,FALSE,0,0,FALSE,0,0,,,FALSE,0,FALSE,0,2,,FALSE,7:00,20:00,,,0,0,FALSE,0,2/22/2024,0
55,FALSE,19100109995,JERGENS ULTRA HEALING 621ML,,FALSE,,1,0,0,0,0,0,,,28500,1,0,0,28000,3,0,0,0,0,0,,,23333.3333,0,0,0,5,0,0,0,12/28/2024,6/11/2024,,0,0,,,,FALSE,0,FALSE,FALSE,FALSE,0,0,FALSE,0,0,,,FALSE,0,FALSE,0,0,,FALSE,7:00,20:00,,,0,0,FALSE,0,5/7/2025,0
56,FALSE,19100112506,JERGENS ENRICHING SHEA BUTTER 621ML,,FALSE,,1,0,0,0,0,0,,,16500,1,0,0,16280,3,0,0,0,0,11550,4/1/2025,12/31/2025,5500,0,0,0,0,0,0,0,1/31/2024,8/23/2023,,0,0,,,,FALSE,0,FALSE,FALSE,FALSE,0,0,FALSE,0,0,,,FALSE,0,FALSE,0,0,,FALSE,7:00,20:00,,,0,0,FALSE,0,5/7/2025,0
57,FALSE,19100170773,JERGENS SOOTHING ALOE 621ML,,FALSE,,1,0,0,0,0,0,,,16500,1,0,0,16280,3,0,0,0,0,0,,,5500,0,0,0,1,0,0,0,12/16/2023,6/14/2023,,0,0,,,,FALSE,0,FALSE,FALSE,FALSE,0,0,FALSE,0,0,,,FALSE,0,FALSE,0,0,,FALSE,7:00,20:00,,,0,0,FALSE,0,5/7/2025,0
58,FALSE,21959005649,LUMINEUX SERIES 500ML,,FALSE,,22,0,0,0,0,0,,,16494.95,1,0,0,16165.05,3,0,0,0,0,15315,4/1/2025,12/31/2025,6500,0,0,0,4,0,0,0,7/6/2023,6/14/2023,,0,0,,,,FALSE,0,FALSE,FALSE,FALSE,0,0,FALSE,0,0,,,FALSE,0,FALSE,0,0,,FALSE,7:00,20:00,,,0,0,FALSE,0,5/5/2025,0
59,FALSE,28001401305,SKIN SOLUTION BODY CARE LOTION   500ML,,FALSE,,1,0,0,0,0,0,,,13195.96,1,0,0,12932.04,3,0,0,0,0,0,,,5000,0,0,0,0,0,0,0,7/18/2024,6/14/2023,,0,0,,,,FALSE,0,FALSE,FALSE,FALSE,0,0,FALSE,0,0,,,FALSE,0,FALSE,0,0,,FALSE,7:00,20:00,,,0,0,FALSE,0,5/7/2025,0
60,FALSE,28001401398,CLEAR DIFFRENCE BRIGHTENING TONING LOTION  532ML,,FALSE,,10,0,0,0,0,0,,,16506.34,1,0,0,16176.2,3,0,0,0,0,0,,,6170,0,0,0,0,0,0,0,3/25/2025,6/14/2023,,2,0,,,,FALSE,0,FALSE,FALSE,FALSE,0,0,FALSE,0,0,,,FALSE,0,FALSE,0,3,,FALSE,0:00,0:00,,,0,0,FALSE,0,5/6/2025,0
